archive,image_L_0,regionmask_withskin_L_0,regionmask_withoutskin_L_0,string_eye,string_original_eye_x,string_original_eye_y,string_original_eye_z,float_blink,float_gaze_x_degree,float_gaze_y_degree,float_pupil_size,float_slippage_x,float_slippage_y,float_slippage_z,float_pupil_x,float_pupil_y,float_pupilellipse_major,float_pupilellipse_minor,float_pupilellipse_angle,float_iris_x,float_iris_y,float_irisellipse_major,float_irisellipse_minor,float_irisellipse_angle,float_eyeball_x,float_eyeball_y,float_eyeball_diameter
footage_image_data.zip,type_img_frame_0213.png,type_maskWithSkin_frame_0213.png,type_maskWithoutSkin_frame_0213.png,L,-62.55789995,121.06399536,307.75799751,0.8564289,-11.1264715,-14.119996,0.00376238,2.7954764,9.639175,3.7941844,178.89316,93.40343,24.15189,24.984661,146.50179,176.99576,93.93416,114.87604,119.12598,132.2745,27.172955,3.1237433,50.778732
footage_image_data.zip,type_img_frame_0214.png,type_maskWithSkin_frame_0214.png,type_maskWithoutSkin_frame_0214.png,L,-62.55789995,121.06399536,307.75799751,0.3324407,-11.015346,-15.888966,0.48263013,3.2543635,8.88484,-0.29908037,182.8476,138.40726,47.985786,50.72575,120.30141,181.63829,138.58923,110.00909,117.6893,120.99892,28.098755,12.550062,50.11966
footage_image_data.zip,type_img_frame_0215.png,type_maskWithSkin_frame_0215.png,type_maskWithoutSkin_frame_0215.png,L,-62.55789995,121.06399536,307.75799751,0.7961659,-9.256835,-12.265321,0.37420556,2.3772547,5.9620414,0.9739271,175.98824,119.47265,41.074326,42.350975,129.21562,174.6071,120.00185,107.28775,111.38952,127.320244,25.735209,9.87273,47.65161
footage_image_data.zip,type_img_frame_0216.png,type_maskWithSkin_frame_0216.png,type_maskWithoutSkin_frame_0216.png,L,-62.55789995,121.06399536,307.75799751,0.66754943,-7.341045,-14.30818,0.24964967,-1.0511277,5.1217227,-2.5919533,146.58295,156.30225,33.58276,35.501106,120.402466,144.80481,156.79807,102.86614,109.54939,120.0636,18.365223,17.4911,46.986282
footage_image_data.zip,type_img_frame_0217.png,type_maskWithSkin_frame_0217.png,type_maskWithoutSkin_frame_0217.png,L,-62.55789995,121.06399536,307.75799751,0.8594921,-6.7829337,-15.277667,0.01883911,-4.541072,1.3199675,0.5964539,118.09547,126.69271,20.60685,22.180418,122.099915,115.76918,127.464096,96.170166,102.2736,125.00666,11.442176,10.939278,44.237816
footage_image_data.zip,type_img_frame_0218.png,type_maskWithSkin_frame_0218.png,type_maskWithoutSkin_frame_0218.png,L,-62.55789995,121.06399536,307.75799751,0.93989986,-8.830272,-12.968969,0.26953757,-2.8383403,0.8655828,-3.9499195,129.80225,163.38106,31.793777,33.79766,125.589806,128.08408,164.05203,95.00473,101.426346,128.10738,14.8651705,19.943417,43.90016
footage_image_data.zip,type_img_frame_0219.png,type_maskWithSkin_frame_0219.png,type_maskWithoutSkin_frame_0219.png,L,-62.55789995,121.06399536,307.75799751,0.7476518,-8.647568,-15.008426,0.39706984,-1.2588991,0.3583063,1.968673,143.91252,114.57194,37.585117,39.020947,126.72179,142.45494,114.98265,95.2444,100.54431,129.35098,17.986769,8.284353,43.5611
footage_image_data.zip,type_img_frame_0220.png,type_maskWithSkin_frame_0220.png,type_maskWithoutSkin_frame_0220.png,L,-62.55789995,121.06399536,307.75799751,0.07450556,-7.5418797,-14.293223,0.16977145,2.7321665,9.208248,-1.0419819,183.91621,143.49986,32.76171,33.99076,119.877815,181.99678,144.07275,112.73658,118.710464,112.79431,26.966925,14.2259445,50.407177
footage_image_data.zip,type_img_frame_0221.png,type_maskWithSkin_frame_0221.png,type_maskWithoutSkin_frame_0221.png,L,-62.55789995,121.06399536,307.75799751,0.9052752,-6.761307,-14.706484,0.12375997,0.2720944,5.539582,0.7520568,160.18369,125.314064,28.259216,29.343012,126.75692,158.19261,125.856186,105.27883,110.255005,117.70282,21.195526,10.384261,47.31765
footage_image_data.zip,type_img_frame_0222.png,type_maskWithSkin_frame_0222.png,type_maskWithoutSkin_frame_0222.png,L,-62.55789995,121.06399536,307.75799751,0.9086963,-8.081451,-12.490647,0.4794233,1.1605934,4.1186833,-2.4157405,165.88806,151.29553,44.187767,46.246105,122.84709,164.47592,151.77725,102.521515,107.794945,120.40511,22.98241,17.068419,46.225487
footage_image_data.zip,type_img_frame_0223.png,type_maskWithSkin_frame_0223.png,type_maskWithoutSkin_frame_0223.png,L,-62.55789995,121.06399536,307.75799751,0.07098186,-7.129038,-12.613791,0.36176687,3.1873336,7.8538017,1.3626587,188.24055,116.278786,42.23408,43.415676,111.60345,186.58194,116.75532,112.25336,115.628975,116.26815,27.778751,8.876029,49.19963
footage_image_data.zip,type_img_frame_0224.png,type_maskWithSkin_frame_0224.png,type_maskWithoutSkin_frame_0224.png,L,-62.55789995,121.06399536,307.75799751,0.29602373,-3.3154664,-14.964713,0.00397141,-4.9625173,0.19552584,-3.4404082,120.04284,161.1251,19.828112,21.081606,128.51399,117.60331,161.9551,94.41838,100.31909,112.97852,10.750755,18.886583,43.464066
footage_image_data.zip,type_img_frame_0225.png,type_maskWithSkin_frame_0225.png,type_maskWithoutSkin_frame_0225.png,L,-62.55789995,121.06399536,307.75799751,0.6430133,-3.9343443,-13.268323,0.18566635,-1.8094475,5.9425364,3.4626741,144.61697,97.14931,31.861404,32.67004,124.64901,142.43323,97.64669,108.37036,111.55303,124.11118,16.746607,4.5397387,47.631634
footage_image_data.zip,type_img_frame_0226.png,type_maskWithSkin_frame_0226.png,type_maskWithoutSkin_frame_0226.png,L,-62.55789995,121.06399536,307.75799751,0.1321798,-5.8963027,-13.903287,0.49379572,-3.0174613,2.771804,-3.902022,131.17392,166.10605,43.491905,45.721973,119.64044,129.61002,166.58632,98.70617,105.1191,118.51461,14.376768,20.034449,45.219276
footage_image_data.zip,type_img_frame_0227.png,type_maskWithSkin_frame_0227.png,type_maskWithoutSkin_frame_0227.png,L,-62.55789995,121.06399536,307.75799751,0.8203345,-3.987836,-13.260133,0.36821863,-4.5907173,5.4453073,0.8810634,117.95369,121.97402,40.325874,41.727757,119.208405,115.97769,122.4319,105.94153,110.64178,123.45687,10.830087,10.111066,47.260662
footage_image_data.zip,type_img_frame_0228.png,type_maskWithSkin_frame_0228.png,type_maskWithoutSkin_frame_0228.png,L,-62.55789995,121.06399536,307.75799751,0.37950525,-4.4236608,-14.612896,0.07553883,1.9101467,1.2607079,-4.522533,177.98453,171.05154,23.264935,25.011444,101.74368,175.96704,171.81036,96.52253,102.29502,105.41447,24.288008,21.113361,44.197495
footage_image_data.zip,type_img_frame_0229.png,type_maskWithSkin_frame_0229.png,type_maskWithoutSkin_frame_0229.png,L,-62.55789995,121.06399536,307.75799751,0.90508354,-4.731243,-12.6466,0.21814594,2.2698994,0.1593266,0.19899735,180.11304,126.43645,30.223011,30.759161,98.6959,178.34886,127.18618,97.255196,100.46342,109.18108,24.89566,11.764042,43.442654
footage_image_data.zip,type_img_frame_0230.png,type_maskWithSkin_frame_0230.png,type_maskWithoutSkin_frame_0230.png,L,-62.55789995,121.06399536,307.75799751,0.794796,-5.330096,-15.400138,0.44310075,3.7084782,7.521655,-1.6028146,196.0021,150.19977,45.264553,47.48423,102.88403,194.38936,150.50026,108.703835,115.14952,102.339195,28.874674,15.464479,48.942406
footage_image_data.zip,type_img_frame_0231.png,type_maskWithSkin_frame_0231.png,type_maskWithoutSkin_frame_0231.png,L,-62.55789995,121.06399536,307.75799751,0.15030111,-5.9460025,-12.67194,0.48250657,0.5745379,5.25671,2.1067214,163.82367,109.515015,46.073147,47.222797,116.594025,162.25058,109.93851,106.81773,110.004875,121.93549,21.823973,7.52476,47.067688
footage_image_data.zip,type_img_frame_0232.png,type_maskWithSkin_frame_0232.png,type_maskWithoutSkin_frame_0232.png,L,-62.55789995,121.06399536,307.75799751,0.06868129,-2.0533319,-15.667026,0.07108498,-0.5367314,1.0336046,-3.6544185,159.74089,164.62975,22.976198,24.77131,95.45052,157.6076,165.39632,95.8226,101.80043,100.7696,19.418451,19.377909,44.029636
footage_image_data.zip,type_img_frame_0233.png,type_maskWithSkin_frame_0233.png,type_maskWithoutSkin_frame_0233.png,L,-62.55789995,121.06399536,307.75799751,0.78955376,-1.3218386,-12.635444,0.14511289,-4.9922175,7.6590805,3.9713876,116.96382,90.286896,31.160366,31.647518,119.56481,114.27383,90.84865,112.58667,115.81967,124.228294,9.641701,3.1118596,49.05771
footage_image_data.zip,type_img_frame_0234.png,type_maskWithSkin_frame_0234.png,type_maskWithoutSkin_frame_0234.png,L,-62.55789995,121.06399536,307.75799751,0.11346196,-2.303232,-12.239495,0.3486672,-0.0589262,6.4748282,-4.463714,163.79018,172.2919,40.160862,41.6617,105.568726,161.79605,173.0069,107.9153,112.85007,102.81568,20.51966,21.631865,48.04964
footage_image_data.zip,type_img_frame_0235.png,type_maskWithSkin_frame_0235.png,type_maskWithoutSkin_frame_0235.png,L,-62.55789995,121.06399536,307.75799751,0.5451479,-0.82385147,-15.584763,0.32310042,-4.9452267,0.80285656,4.06859,122.721436,97.052666,35.077927,36.30467,123.585205,120.65976,97.325645,98.087036,101.739914,116.249954,10.71035,4.098237,43.874683
footage_image_data.zip,type_img_frame_0236.png,type_maskWithSkin_frame_0236.png,type_maskWithoutSkin_frame_0236.png,L,-62.55789995,121.06399536,307.75799751,0.3615265,-1.6411526,-12.712268,0.19532207,4.015486,3.006228,-2.33018,201.7173,149.98851,30.528128,31.422003,101.73574,199.71208,150.77863,101.7915,105.94577,91.70279,28.754892,16.84169,45.425068
footage_image_data.zip,type_img_frame_0237.png,type_maskWithSkin_frame_0237.png,type_maskWithoutSkin_frame_0237.png,L,-62.55789995,121.06399536,307.75799751,0.4484903,-0.7984287,-14.761408,0.22532035,1.3602346,8.436168,4.8140903,180.88565,85.02361,35.860344,36.59414,85.561935,178.52167,85.272,114.75369,116.86959,88.19694,23.773548,1.0684047,49.71971
footage_image_data.zip,type_img_frame_0238.png,type_maskWithSkin_frame_0238.png,type_maskWithoutSkin_frame_0238.png,L,-62.55789995,121.06399536,307.75799751,0.5867255,-0.63716745,-12.423826,0.30182275,2.6644938,7.1619,-1.5287147,193.40813,144.3907,38.524506,39.798756,87.001366,191.2641,145.02075,110.437256,114.48625,89.77394,26.526772,15.288548,48.640263
footage_image_data.zip,type_img_frame_0239.png,type_maskWithSkin_frame_0239.png,type_maskWithoutSkin_frame_0239.png,L,-62.55789995,121.06399536,307.75799751,0.00043503,-0.2315763,-15.406032,0.41387394,3.2932274,3.3037765,2.5596511,197.07245,109.64919,41.138817,42.16781,82.0491,195.17877,109.949326,102.609474,106.39426,83.48618,27.31926,6.8013673,45.641083
footage_image_data.zip,type_img_frame_0240.png,type_maskWithSkin_frame_0240.png,type_maskWithoutSkin_frame_0240.png,L,-62.55789995,121.06399536,307.75799751,0.11175369,2.653448,-15.362468,0.1058596,-4.725886,1.0364113,-4.848845,129.82181,174.536,24.884266,26.040888,97.43646,127.199814,175.39839,95.96721,102.038376,92.841675,11.117522,21.737518,44.018204
footage_image_data.zip,type_img_frame_0241.png,type_maskWithSkin_frame_0241.png,type_maskWithoutSkin_frame_0241.png,L,-62.55789995,121.06399536,307.75799751,0.7246262,2.409051,-12.209339,0.16279185,-3.9790478,4.9811106,2.6128871,134.35106,103.70474,30.479467,31.0061,97.481964,131.65181,104.38004,107.5258,109.75653,102.64132,12.191983,6.4799366,46.891865
footage_image_data.zip,type_img_frame_0242.png,type_maskWithSkin_frame_0242.png,type_maskWithoutSkin_frame_0242.png,L,-62.55789995,121.06399536,307.75799751,0.9372405,1.9891379,-14.566908,0.41885102,-2.258092,9.876107,-4.151874,148.53299,176.75742,46.25394,48.485157,91.27512,146.09528,177.15498,113.9058,120.73404,90.94188,15.577047,21.402176,50.99525
footage_image_data.zip,type_img_frame_0243.png,type_maskWithSkin_frame_0243.png,type_maskWithoutSkin_frame_0243.png,L,-62.55789995,121.06399536,307.75799751,0.8315435,1.013528,-14.223048,0.4040582,-2.5242348,5.2071657,1.2009463,145.44014,120.386116,42.213955,43.323933,99.3209,143.23882,120.72581,106.42429,110.01666,98.383286,15.257613,9.452108,47.07205
footage_image_data.zip,type_img_frame_0244.png,type_maskWithSkin_frame_0244.png,type_maskWithoutSkin_frame_0244.png,L,-62.55789995,121.06399536,307.75799751,0.6106288,0.10424583,-14.898418,0.12706625,4.265109,0.3922404,-4.114837,204.44826,167.0681,25.677063,26.848694,85.84941,202.39383,167.8575,95.41623,100.98641,85.93645,28.832914,20.225037,43.62309
footage_image_data.zip,type_img_frame_0245.png,type_maskWithSkin_frame_0245.png,type_maskWithoutSkin_frame_0245.png,L,-62.55789995,121.06399536,307.75799751,0.9064617,1.0324913,-15.397267,0.17353867,1.162177,4.590084,3.0330868,180.24004,104.84044,30.374245,31.189323,90.95424,177.9436,105.254166,105.25812,108.59411,84.73041,23.0287,5.6402836,46.566143
footage_image_data.zip,type_img_frame_0246.png,type_maskWithSkin_frame_0246.png,type_maskWithoutSkin_frame_0246.png,L,-62.55789995,121.06399536,307.75799751,0.8926062,2.8985019,-14.14036,0.34640628,4.309821,5.8643384,-1.9785535,213.7458,150.7049,39.356228,41.23157,74.61703,211.51482,151.18022,106.19135,111.689606,73.82856,29.88424,16.216211,47.610497
footage_image_data.zip,type_img_frame_0247.png,type_maskWithSkin_frame_0247.png,type_maskWithoutSkin_frame_0247.png,L,-62.55789995,121.06399536,307.75799751,0.25697216,0.6741275,-12.692713,0.4337289,0.1087268,9.617931,1.9461133,170.79199,110.445335,48.102585,48.953587,88.26028,168.55249,110.72745,117.359375,119.9832,90.22866,21.0172,7.3713527,50.739388
footage_image_data.zip,type_img_frame_0248.png,type_maskWithSkin_frame_0248.png,type_maskWithoutSkin_frame_0248.png,L,-62.55789995,121.06399536,307.75799751,0.34444374,4.7515674,-12.4613,0.07712085,-3.7855277,8.561491,-4.5016856,138.59439,174.80502,27.678646,28.7555,78.534966,135.40202,175.76918,112.33436,117.600365,82.96322,12.210577,22.010853,49.836636
footage_image_data.zip,type_img_frame_0249.png,type_maskWithSkin_frame_0249.png,type_maskWithoutSkin_frame_0249.png,L,-62.55789995,121.06399536,307.75799751,0.88237214,3.4121165,-13.912297,0.03203792,-4.71848,7.0373225,1.5301301,127.98422,116.38367,24.525143,25.461346,81.82562,124.847755,117.04255,110.41403,114.1249,94.12731,10.337937,8.588268,48.526253
footage_image_data.zip,type_img_frame_0250.png,type_maskWithSkin_frame_0250.png,type_maskWithoutSkin_frame_0250.png,L,-62.55789995,121.06399536,307.75799751,0.2275114,3.0149755,-12.0070915,0.30467373,-1.5468915,9.478312,-4.025055,157.90338,170.55367,40.532585,41.759525,81.542076,155.34944,171.2857,115.036026,119.80555,85.35939,17.230782,21.058817,50.616283
footage_image_data.zip,type_img_frame_0251.png,type_maskWithSkin_frame_0251.png,type_maskWithoutSkin_frame_0251.png,L,-62.55789995,121.06399536,307.75799751,0.82728684,5.9385853,-12.550109,0.32998192,-3.735111,2.242595,0.71298367,142.5544,121.9582,36.737053,37.612865,93.51123,140.08778,122.44598,101.5452,104.17105,79.16559,12.978722,10.647693,44.856735
footage_image_data.zip,type_img_frame_0252.png,type_maskWithSkin_frame_0252.png,type_maskWithoutSkin_frame_0252.png,L,-62.55789995,121.06399536,307.75799751,0.50714576,3.713032,-12.283286,0.22937936,1.7477314,9.723329,-4.41906,193.29102,175.21971,36.45722,38.006546,74.557655,190.58957,175.99855,114.95831,120.39183,75.576195,24.791286,21.990114,50.842957
footage_image_data.zip,type_img_frame_0253.png,type_maskWithSkin_frame_0253.png,type_maskWithoutSkin_frame_0253.png,L,-62.55789995,121.06399536,307.75799751,0.65245813,4.949975,-14.242178,0.15480126,4.2258835,6.816859,0.82587653,217.328,123.879974,30.552456,31.88902,61.88111,214.77759,124.39238,108.58522,113.78617,63.312557,29.890833,10.141565,48.37511
footage_image_data.zip,type_img_frame_0254.png,type_maskWithSkin_frame_0254.png,type_maskWithoutSkin_frame_0254.png,L,-62.55789995,121.06399536,307.75799751,0.5996717,5.988304,-13.364517,0.34675854,2.7798855,9.340403,-1.988534,207.08849,151.62953,42.19924,44.07555,62.765816,204.51501,152.2048,113.55599,119.53676,65.21707,27.106588,16.390356,50.50361
footage_image_data.zip,type_img_frame_0255.png,type_maskWithSkin_frame_0255.png,type_maskWithoutSkin_frame_0255.png,L,-62.55789995,121.06399536,307.75799751,0.46817195,4.5596547,-15.314336,0.32166845,3.9968956,3.6252465,4.688979,210.93202,89.73133,36.92228,38.35613,57.966743,208.76898,90.01693,103.27463,107.31068,58.87357,28.82353,2.3604987,45.877556
footage_image_data.zip,type_img_frame_0256.png,type_maskWithSkin_frame_0256.png,type_maskWithoutSkin_frame_0256.png,L,-62.55789995,121.06399536,307.75799751,0.76691324,8.601346,-12.490273,0.04719097,-0.04948902,1.5356864,-2.5211825,179.58107,150.1693,22.89015,23.53193,45.0,176.76257,151.00005,98.325455,102.78017,61.210606,20.40601,17.14788,44.36932
footage_image_data.zip,type_img_frame_0257.png,type_maskWithSkin_frame_0257.png,type_maskWithoutSkin_frame_0257.png,L,-62.55789995,121.06399536,307.75799751,0.17640035,8.887197,-14.579215,0.23926759,-3.2528255,4.051046,0.48174807,150.9029,127.01201,33.14157,34.06786,71.223724,148.07845,127.488235,103.12418,107.48396,67.3297,13.803872,11.033379,46.177647
footage_image_data.zip,type_img_frame_0258.png,type_maskWithSkin_frame_0258.png,type_maskWithoutSkin_frame_0258.png,L,-62.55789995,121.06399536,307.75799751,0.9701888,8.933953,-13.456659,0.36835995,-3.0949144,9.792006,-3.8822672,151.73367,171.42133,43.571144,45.686737,69.61564,148.70084,172.02625,113.952675,120.52364,69.53119,13.659583,20.76605,50.929047
footage_image_data.zip,type_img_frame_0259.png,type_maskWithSkin_frame_0259.png,type_maskWithoutSkin_frame_0259.png,L,-62.55789995,121.06399536,307.75799751,0.5324938,6.615985,-14.392193,0.31105375,-1.173139,6.2123957,1.8716905,167.01971,113.92707,38.194427,39.456707,66.107765,164.40405,114.29511,108.165405,111.964676,67.77336,18.12149,7.9266157,47.837128
footage_image_data.zip,type_img_frame_0260.png,type_maskWithSkin_frame_0260.png,type_maskWithoutSkin_frame_0260.png,L,-62.55789995,121.06399536,307.75799751,0.5262094,6.0694337,-15.320213,0.04995305,1.1416752,5.483816,-3.9582205,188.41284,170.62741,24.243008,25.520079,68.65066,185.54999,171.41783,103.56797,110.43219,72.070595,23.062609,20.432846,47.27635
footage_image_data.zip,type_img_frame_0261.png,type_maskWithSkin_frame_0261.png,type_maskWithoutSkin_frame_0261.png,L,-62.55789995,121.06399536,307.75799751,0.87534815,8.154208,-14.440131,0.15889922,2.67262,5.098144,0.3219562,205.67549,128.50319,29.805666,30.890024,54.366566,202.96053,129.04071,104.18755,109.80668,58.393997,26.268576,11.318804,46.98922
footage_image_data.zip,type_img_frame_0262.png,type_maskWithSkin_frame_0262.png,type_maskWithoutSkin_frame_0262.png,L,-62.55789995,121.06399536,307.75799751,0.38584667,6.806891,-13.023761,0.30907702,3.4662185,0.8573872,-1.9471362,207.2458,145.71683,34.163654,35.71317,67.08958,204.98865,146.38977,97.167984,101.73892,61.43604,27.336264,15.977655,43.914692
footage_image_data.zip,type_img_frame_0263.png,type_maskWithSkin_frame_0263.png,type_maskWithoutSkin_frame_0263.png,L,-62.55789995,121.06399536,307.75799751,0.30728465,7.185058,-15.1677,0.37169108,1.364067,5.158412,1.7286572,191.50737,116.5769,40.068584,41.696217,62.204224,189.07956,116.86864,105.06736,109.86912,63.362415,23.504625,8.330159,47.0338
footage_image_data.zip,type_img_frame_0264.png,type_maskWithSkin_frame_0264.png,type_maskWithoutSkin_frame_0264.png,L,-62.55789995,121.06399536,307.75799751,0.5026613,11.84552,-12.954748,0.09305688,-4.709619,6.3945236,-4.9996643,141.42168,177.46104,26.849634,28.241129,60.975204,138.05731,178.43956,105.921036,112.66206,63.26114,10.464132,22.788607,48.024467
footage_image_data.zip,type_img_frame_0265.png,type_maskWithSkin_frame_0265.png,type_maskWithoutSkin_frame_0265.png,L,-62.55789995,121.06399536,307.75799751,0.8717501,10.475312,-14.691427,0.20721626,-0.6377313,5.536378,1.7732148,177.90656,114.989845,32.13653,33.726334,54.48096,175.03009,115.46302,105.4045,110.40537,54.105522,19.269562,8.209049,47.30129
footage_image_data.zip,type_img_frame_0266.png,type_maskWithSkin_frame_0266.png,type_maskWithoutSkin_frame_0266.png,L,-62.55789995,121.06399536,307.75799751,0.5353104,9.534868,-12.028381,0.43396604,-2.253387,4.786634,-0.58888346,161.06215,133.43262,43.181255,44.426018,63.726643,158.45418,133.97559,105.2518,109.18669,60.06026,15.865241,13.245453,46.72643
footage_image_data.zip,type_img_frame_0267.png,type_maskWithSkin_frame_0267.png,type_maskWithoutSkin_frame_0267.png,L,-62.55789995,121.06399536,307.75799751,0.30452847,10.787917,-14.677639,0.39877293,-3.2251089,8.737898,1.358687,153.27115,119.1003,44.485806,46.12394,58.884087,150.31218,119.391075,112.73172,117.49219,60.850708,13.460168,8.805544,49.97402
footage_image_data.zip,type_img_frame_0268.png,type_maskWithSkin_frame_0268.png,type_maskWithoutSkin_frame_0268.png,L,-62.55789995,121.06399536,307.75799751,0.18168867,11.85011,-12.786473,0.15447678,2.6914356,1.194807,-4.2012463,207.90067,164.99312,27.120815,28.575201,53.4723,205.25687,165.855,95.46071,102.17724,50.055912,25.844255,20.47545,44.12531
footage_image_data.zip,type_img_frame_0269.png,type_maskWithSkin_frame_0269.png,type_maskWithoutSkin_frame_0269.png,L,-62.55789995,121.06399536,307.75799751,0.7988512,10.953908,-14.862916,0.0702901,0.4051971,4.58606,4.150901,188.16821,93.07742,25.083965,26.080809,41.295933,185.15604,93.47758,103.853745,108.57396,46.940784,21.445677,3.305424,46.573338
footage_image_data.zip,type_img_frame_0270.png,type_maskWithSkin_frame_0270.png,type_maskWithoutSkin_frame_0270.png,L,-62.55789995,121.06399536,307.75799751,0.864792,9.454959,-13.737702,0.27753836,0.0757682,3.9638617,-4.928197,182.55627,175.7424,34.420364,36.415703,58.857845,179.82419,176.4982,100.78058,107.437904,62.582314,20.736712,22.28377,46.10247
footage_image_data.zip,type_img_frame_0271.png,type_maskWithSkin_frame_0271.png,type_maskWithoutSkin_frame_0271.png,L,-62.55789995,121.06399536,307.75799751,0.33808956,11.78572,-12.253857,0.45204148,0.77840734,5.775042,3.8354979,193.46751,91.688354,44.866783,46.494774,30.712492,190.82455,91.9822,106.77826,111.329765,38.80946,22.30612,3.7523382,47.501984
footage_image_data.zip,type_img_frame_0272.png,type_maskWithSkin_frame_0272.png,type_maskWithoutSkin_frame_0272.png,L,-62.55789995,121.06399536,307.75799751,0.8467295,14.44842,-13.641686,0.1780897,-3.324722,0.86290276,-1.5803995,158.41684,142.61726,28.045568,29.207424,52.852222,155.49611,143.37491,95.602554,101.3525,52.228115,13.916815,15.259996,43.917343
footage_image_data.zip,type_img_frame_0273.png,type_maskWithSkin_frame_0273.png,type_maskWithoutSkin_frame_0273.png,L,-62.55789995,121.06399536,307.75799751,0.15684123,14.153277,-13.60443,0.060027,-2.82173,4.974633,4.1560926,162.81035,90.62017,24.915337,25.643948,34.400208,159.55188,91.117966,104.91355,109.097664,40.559032,14.649254,3.2234955,46.876602
footage_image_data.zip,type_img_frame_0274.png,type_maskWithSkin_frame_0274.png,type_maskWithoutSkin_frame_0274.png,L,-62.55789995,121.06399536,307.75799751,0.62531465,14.46425,-14.3583,0.29336774,-1.4670041,2.4242573,-1.0771325,174.86472,139.88965,33.819843,35.88526,55.608887,172.10121,140.529,97.46291,104.25269,49.949173,17.553442,14.270358,44.98636
footage_image_data.zip,type_img_frame_0275.png,type_maskWithSkin_frame_0275.png,type_maskWithoutSkin_frame_0275.png,L,-62.55789995,121.06399536,307.75799751,0.3338421,14.153887,-12.280372,0.43852243,-0.11087217,5.2764044,4.967894,188.16406,81.0995,43.29377,45.36798,31.854057,185.43542,81.36554,105.172264,110.355,30.190779,20.391195,1.4387243,47.109295
footage_image_data.zip,type_img_frame_0276.png,type_maskWithSkin_frame_0276.png,type_maskWithoutSkin_frame_0276.png,L,-62.55789995,121.06399536,307.75799751,0.8213846,14.728974,-15.785628,0.00406492,3.2700412,6.497041,-1.5624099,222.50455,148.0916,21.678505,23.727592,40.46485,219.37836,149.04996,101.91956,112.35594,46.800217,27.75879,15.346612,48.081505
footage_image_data.zip,type_img_frame_0277.png,type_maskWithSkin_frame_0277.png,type_maskWithoutSkin_frame_0277.png,L,-62.55789995,121.06399536,307.75799751,0.37096643,14.244609,-12.468867,0.16455132,3.3071938,0.09654818,2.0366752,215.3347,109.660675,27.014393,28.456413,26.615479,212.69142,110.29071,94.056465,100.36439,35.641712,26.92411,8.177825,43.4067
footage_image_data.zip,type_img_frame_0278.png,type_maskWithSkin_frame_0278.png,type_maskWithoutSkin_frame_0278.png,L,-62.55789995,121.06399536,307.75799751,0.23216102,14.729897,-14.305801,0.32509,4.037708,8.04968,-0.18085916,232.08784,133.46344,38.699814,41.94934,42.62615,229.1239,133.93219,106.11907,116.11597,41.086014,29.729362,12.301638,49.40289
footage_image_data.zip,type_img_frame_0279.png,type_maskWithSkin_frame_0279.png,type_maskWithoutSkin_frame_0279.png,L,-62.55789995,121.06399536,307.75799751,0.5793561,14.752489,-15.648324,0.3095943,1.5520098,3.2115538,3.6309955,202.70773,99.28376,35.10089,37.1162,38.35514,199.96968,99.63353,98.67427,105.86359,40.143204,23.747334,4.6110625,45.59103
footage_image_data.zip,type_img_frame_0280.png,type_maskWithSkin_frame_0280.png,type_maskWithoutSkin_frame_0280.png,L,-62.55789995,121.06399536,307.75799751,0.41128713,17.906137,-14.101605,0.18700393,-2.1574545,1.9914953,-0.39988557,173.40997,132.98534,28.488773,30.391104,41.98879,170.44139,133.55966,95.556786,103.19732,41.988197,16.178898,12.907401,44.669357
footage_image_data.zip,type_img_frame_0281.png,type_maskWithSkin_frame_0281.png,type_maskWithoutSkin_frame_0281.png,L,-62.55789995,121.06399536,307.75799751,0.04102684,16.136517,-13.819592,0.01319516,-1.4849063,3.4804351,4.4456153,177.75514,88.81094,21.72245,22.740044,33.005592,174.4977,89.40063,100.51114,106.113365,33.8874,17.506044,2.8822327,45.774696
footage_image_data.zip,type_img_frame_0282.png,type_maskWithSkin_frame_0282.png,type_maskWithoutSkin_frame_0282.png,L,-62.55789995,121.06399536,307.75799751,0.97543544,17.571072,-12.389401,0.31669328,-2.8108983,5.3111444,-4.711281,167.9239,172.22772,36.502544,39.03317,40.83719,164.74336,172.9939,101.23542,109.907845,44.366646,14.65332,22.009115,47.146336
footage_image_data.zip,type_img_frame_0283.png,type_maskWithSkin_frame_0283.png,type_maskWithoutSkin_frame_0283.png,L,-62.55789995,121.06399536,307.75799751,0.8078646,15.396231,-12.399559,0.33107564,-2.9508784,3.9396088,2.349323,163.13643,106.10332,37.19936,38.643032,37.53579,160.19083,106.61725,102.38353,107.12236,39.180744,14.456518,7.157559,46.101856
footage_image_data.zip,type_img_frame_0284.png,type_maskWithSkin_frame_0284.png,type_maskWithoutSkin_frame_0284.png,L,-62.55789995,121.06399536,307.75799751,0.01867165,17.471607,-14.8576,0.18665186,1.518054,9.5146675,-4.6870346,212.85742,180.35901,32.20363,35.30481,44.855145,209.39821,181.1734,105.81218,119.06802,44.575417,24.262121,22.585943,50.663624
footage_image_data.zip,type_img_frame_0285.png,type_maskWithSkin_frame_0285.png,type_maskWithoutSkin_frame_0285.png,L,-62.55789995,121.06399536,307.75799751,0.8760097,17.314892,-15.904603,0.20300432,4.0752864,7.0345306,2.1934934,234.64348,112.14601,31.606585,34.614025,35.97095,231.48705,112.386986,102.20685,113.65411,36.833717,29.618795,7.133392,48.540157
